ID;Item Number;Suffix 1;Suffix 2;ItemNo;Device Type;Manufacturer;Delimiter;Part Number;Major Functions;Horizontal/Vertical;Rack/Panel;RU;Zones of Protection;Power Supply Voltage;Control Voltage;AC/DC Control Voltage;AC Current Input;AC Voltage Input;Standard Inputs 1;Standard Input Type 1;Standard Inputs 2;Standard Input Type 2;Standard Outputs 1;Standard Output Type 1;Standard Outputs 2;Standard Output Type 2;Additional Board 1;Board 1 Additional Inputs 1;Board 1 Additional Input Type 1;Board 1 Additional Inputs 2;Board 1 Additional Input Type 2;Board 1 Additional Outputs 1;Board 1 Additional Output Type 1;Board 1 Additional Outputs 2;Board 1 Additional Output Type 2;Additional Board 2;Board 2 Additional Inputs 1;Board 2 Additional Input Type 1;Board 2 Additional Inputs 2;Board 2 Additional Input Type 2;Board 2 Additional Outputs 1;Board 2 Additional Output Type 1;Board 2 Additional Outputs 2;Board 2 Additional Output Type 2;Additional Board 3;Board 3 Additional Inputs 1;Board 3 Additional Input Type 1;Board 3 Additional Inputs 2;Board 3 Additional Input Type 2;Board 3 Additional Outputs 1;Board 3 Additional Output Type 1;Board 3 Additional Outputs 2;Board 3 Additional Output Type 2;User Interface;Communications;Coil Operation Voltage;AC/DC Coil Operation Voltage;Handle Style;Spring Return/Maintain;Qty of Decks;Meter Form;Number of Phases;Number of Wires;Test Switch Arrangement;Test Switch Arrangement A;Test Switch Arrangement B;Test Switch Arrangement C;Test Switch Cover;Lamp Voltage;AC/DC Lamp Voltage;Lamp color;Lens color;Catalog cut included;Length;Length Unit;Comm Int Type 1;Comm Int Qty 1;Comm Int Type 2;Comm Int Qty 2;Comm Int Type 3;Comm Int Qty 3;Comm Int Type 4;Comm Int Qty 4;Comm Int Type 5;Comm Int Qty 5;Comm Int Type 6;Comm Int Qty 6;Comm Int Type 7;Comm Int Qty 7;Comm Int Type 8;Comm Int Qty 8;Reset;Common Material;Need to add to ACADE Cat;Need to add Footprint for ACADE;Inventory Quantity;Inventory Location;Photo on file;Itemize Price;Short Name;Status;StatusReason;WnSingleAll;WnSingleTerm;Wn2Wire;Wn3Wire;WnAWGRec;WnAWGRecAll;WnAWGRecTerms;WnTSPAll;WnTSPTerms;WnTerm;WnTermBlank;WnJumperItem;WnJumperUse;WnGround;WnOther
417;102;C;;102C;Panel Material;;;;Coupling bar, 1' x 1/4' copper, for connecting copper ground bus from one relay panel to another;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
418;140;A;;140A;Panel Material;;;;Wire markers, all conductors used for internal wiring shall be tagged with the wire name (if applicable) and destination at both ends;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
419;208;A;;208A;Miscellaneous;SEL;;C694-003;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
420;208;B;;208B;Miscellaneous;SEL;;C694-004;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
421;208;C;;208C;Miscellaneous;SEL;;C694-005;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
422;208;D;;208D;Miscellaneous;SEL;;C694-006;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
423;208;E;;208E;Miscellaneous;SEL;;C694-010;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;10;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
424;208;H;;208H;Miscellaneous;SEL;;C694-025;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;25;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
425;208;N;;208N;Miscellaneous;SEL;;C694-050;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;50;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
426;208;J;;208J;Miscellaneous;SEL;;C694-030;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;30;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
427;208;F;;208F;Miscellaneous;SEL;;C694-015;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;15;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
428;208;G;;208G;Miscellaneous;SEL;;C694-020;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;20;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
429;208;K;;208K;Miscellaneous;SEL;;C694-035;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;35;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
430;208;L;;208L;Miscellaneous;SEL;;C694-040;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;40;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
431;208;M;;208M;Miscellaneous;SEL;;C694-045;EIA-485 cable with IRIG, PVC jacketed, shielded, male DB9 to tinned leads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;45;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
432;134;A;;134A;Miscellaneous;TEMPCO;;EHR00018;Heater, silicone rubber on aluminum plate, 250W, 120V AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
433;167;B;;167B;Panel Material;;;;Subpanel;;Rack;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
434;167;C;;167C;Panel Material;;;;Revenue meter plate, per drawing;;Rack;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
435;167;D;;167D;Panel Material;;;;Subpanel, recessed, per drawing;;Rack;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
436;31;P;;31P;Rotary Switch;Electroswitch;;24310MV;Selector switch with make-before-break contacts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pistol grip;Maintain;10;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SELECTOR SWITCH;;;0;;0;0;;0;;0;;;0;;;;
437;31;R;;31R;Rotary Switch;Electroswitch;;24205D-S;Selector switch with make-before-break contacts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pistol grip;Maintain;5;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SELECTOR SWITCH;;;0;;0;0;;0;;0;;;0;;;;
438;175;B;;175B;Panel Material;;;;Subpanel;;Rack;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
439;20;B;;20B;Carrier Equipment;SEL;;2829MX0;Fiber optic transceiver - single mode to EIA-232 DB9 Wavelength: 1300nm Optical connector: ST Range: 1-23km;;;;;5-15V DC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
440;20;C;;20C;Carrier Equipment;SEL;;2812MTX0;Fiber optic transceiver - multi mode to EIA-232 DB9, with IRIG-B transmitter Wavelength: 850nm Optical connector: ST Range: 1m - 5km;;;;;5-15V DC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
441;20;D;;20D;Carrier Equipment;SEL;;2812MRX0;Fiber optic transceiver - multi mode to EIA-232 DB9, with IRIG-B receiver Wavelength: 850nm Optical connector: ST Range: 1m - 5km;;;;;5-15V DC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
442;53;C;;53C;Auxiliary Instrument/Transformer/Signal Conditioner;Incon;;1280;Surge protector for tap position indicator with isolated input Analog output: �1mA;;;;;120V AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;EIA-232 card edge connector;1;;;;;;;;;;;;;;;;0;1;1;;;0;1;INCON TAP POSITION INDICATOR SURGE PROTECTOR;;;1;;0;0;;0;;0;;;0;;;;
443;133;A;;133A;Miscellaneous;Hoffman;;DAH13001C;Heater, 1300W, 115V AC, with thermostat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;1;;0;0;14 or smaller;1;;0;;No;0;;;;
445;134;B;;134B;Miscellaneous;Tempco;;EHT00006;Heater, 100W, 120V AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
446;13;Z;;13Z;;SEL;;3530;Real-time automation controller (RTAC), 32 port;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;SEL-3530 RTAC;;;0;A01-A08;0;0;;0;;0;COM17;;0;;;;
447;1;R;;1R;Relay;SEL;;0311C11HR3E5261;Distance relay;Horizontal;Rack;3;4;48/125V DC or 120V AC;48;DC;5;300;6;optoisolated inputs;;;3;high current outputs;5;outputs;;8;i458;106;B;;106B;Panel Material;;;;Switchboard wire, tinned #14 AWG, 30 mils of cross-linked polyethylene insulation, Underwriters Lab type SIS, flame resistance VW-1 rating, gray color, 600V, 90�C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;IG terminal block;1;;;;;;;;;;;;0;1;1;;;0;1;SEL-387 RELAY;;;0;;0;0;;0;;0;;;0;;;;;;;;
459;31;U;;31U;Rotary Switch;Electroswitch;Series 24;24308YB;Selector switch, with shaft flat at 9:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oval;Maintain;8;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SELECTOR SWITCH;;;0;;0;0;;0;;0;;;0;;;;
460;100;A;;100A;Miscellaneous;Square D;;9080LBA362101;Terminal block, 3-point, 600 V, 175A, #14 to 2/0 lug;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
461;14;M;;14M;Clock/Comm. Proc./Revenue Meter;SEL;;22453131XX0;Axion analog output module, software selectable to �20mA, �10V;;;;;;;;;;;;;;8;outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;SEL-2245-3 ANALOG OUTPUT MODULE;;;1;;0;0;16 or 18;1;;1;;No;0;;;;
462;209;A;;209A;Miscellaneous;SEL;;C282-003;EIA-232 serial cable, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
463;209;B;;209B;Miscellaneous;SEL;;C282-004;EIA-232 serial cable, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
464;209;C;;209C;Miscellaneous;SEL;;C282-005;EIA-232 serial cable, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
465;209;D;;209D;Miscellaneous;SEL;;C282-006;EIA-232 serial cable, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
466;209;E;;209E;Miscellaneous;SEL;;C282-010;EIA-232 serial cable, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;10;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
467;209;F;;209F;Miscellaneous;SEL;;C282-015;EIA-232 serial cable, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;15;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
468;209;G;;209G;Miscellaneous;SEL;;C282-020;EIA-232 serial cable, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;20;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
469;209;H;;209H;Miscellaneous;SEL;;C282-025;EIA-232 serial cable, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;25;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
470;209;J;;209J;Miscellaneous;SEL;;C282-030;EIA-232 serial cable, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;30;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
471;209;K;;209K;Miscellaneous;SEL;;C282-035;EIA-232 serial cable, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;35;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
472;209;L;;209L;Miscellaneous;SEL;;C282-040;EIA-232 serial cable, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;40;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
473;209;M;;209M;Miscellaneous;SEL;;C282-045;EIA-232 serial cable, PVC jacketed, standard-shielded, male DB9 to male DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;475;45;C;;45C;Test Switch;ABB;Type FT-19R;FRXH 001 001 001;Test switch, 30-pole;;Rack;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P,P,P,P,P,P,P,P,P,P;P,P,P,P,P,P,P,P,P,P;P,P,P,P,P,P,P,P,P,P;Full length, clear;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
476;45;D;;45D;Test Switch;ABB;Type FT-19R;FRXH 026 001 001;Test switch, 30-pole;;Rack;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P,C-C,P,C-C,P,C-C,P;P,P,P,P,P,P,P,P,P,P;P,P,P,P,P,P,P,P,P,P;Full length, clear;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
477;11;J;;11J;Clock/Comm. Proc./Revenue Meter;SEL;;24070000B;Satellite clock with blank bracket on right side;Horizontal;Rack;1;;18-300V DC or 85-264V AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;1;BNC IRIG;7;TNC;1;;;;;;;;;;;;0;1;1;;;0;1;SEL-2407 SATELLITE CLOCK;;;0;1 - 6;0;0;;0;;0;;No;0;;;7;
478;168;B;;168B;Panel Material;;;;Subpanel;;Rack;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
479;164;B;;164B;Panel Material;;;;Subpanel;;Rack;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
480;81;B;;81B;Auxiliary Instrument/Transformer/Signal Conditioner;Struthers-Dunn;;PM-17DY-125VDC;Auxiliary relay;;;;;;;;;;;;;;4;form C outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;DC;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;1;Tony's desk;1;0;;;;1;;0;0;;0;;0;;;1;;;;Use footprint with 1NC, 1NO, etc. terminals, not 11, 12, etc.
481;81;A;;81A;Auxiliary Instrument/Transformer/Signal Conditioner;Struthers-Dunn;;35D203;Dust cover for PM auxiliary relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;1;Tony's desk;1;0;;;;0;;0;0;;0;;0;;;0;;;;
482;1;U;;1U;Relay;SEL;;0311C11HP3E5421;Distance relay;Horizontal;Rack;3;4;48/125V DC or 120V AC;125;DC;5;300;6;optoisolated inputs;;;3;high current outputs;5;outputs;;8;inputs;;;12;outputs;;;;;;;;;;;;;;;;;;;;;Programmable pushbuttons;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-311C RELAY;;;0;;0;0;;0;;0;;;0;;;;
483;82;;;82;Auxiliary Instrument/Transformer/Signal Conditioner;Master Electronic Controls;;GH-2A-110D-M;Auxiliary relay with metal cover;;;;;;;;;;;;;;2;form A outputs, 20A, 125V DC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;DC;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;1;Basement cage;1;0;;;;0;;0;0;;0;;0;;;0;;;;
484;82;B;;82B;Auxiliary Instrument/Transformer/Signal Conditioner;Potter & Brumfield;;PRD-7DH0-110;Auxiliary relay;;;;;;;;;;;;;;2;form A outputs, 20A, 125V DC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;DC;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
485;82;A;;82A;Auxiliary Instrument/Transformer/Signal Conditioner;Potter & Brumfield;;35D013;Metal dust cover enclosure for PRD type auxiliary relays;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;1;Basement cage;1;0;;;;0;;0;0;;0;;0;;;0;;;;
486;60;A;;60A;Auxiliary Instrument/Transformer/Signal Conditioner;GE;;200WP-2-025;Auxiliary current transformer Ratio: 25:5 VA class: 500VA Relay class: C200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;GE AUX. CURRENT TRANSF.;;;0;;0;0;;0;;0;;;0;;;;
487;4;E;;4E;Relay;SEL;;0351S7XHB3D5461;Overcurrent relay;Horizontal;Rack;3;;48/125V DC or 120V AC;125;DC;5;300;6;optoisolated inputs;;;6;outputs;2;high current outputs;;8;inputs;;;12;high current outputs;;;;;;;;;;;;;;;;;;;;;Programmable pushbuttons;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;100Base-FX MM LC;1;BNC IRIG;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-351S RELAY;;;0;;0;0;;0;;0;;;0;;;;
488;20;F;;20F;Carrier Equipment;SEL;;2815M;Fiber optic transceiver - multi mode to EIA-232 DB9 Wavelength: 850nm Optical connector: ST Range: 2 - 15km;;;;;5-10V DC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
489;112;B;;1499;50;C;;50C;Display Meter/Transducer;Bitronics;;D650MXU011;Remote master display;;;;;48-250V DC or 55-240V AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DNP3, MODBUS;;;;;;;;;;;;;;;;;;1;;;EIA-232/EIA-485 terminal block;1;10/100Base-T;1;;;;;;;;;;;;;;0;1;1;;;0;1;BITRONICS REMOTE MASTER DISPLAY;;;0;;0;0;;0;;0;;;0;;;;2 DB9;2;EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-351S RELAY;;;0;;0;0;;0;;0;;;0;;;;
500;4;G;;4G;Relay;SEL;;0351S7XHD3E5461;Overcurrent relay;Horizontal;Rack;3;;48/125V DC or 120V AC;125;DC;5;300;6;optoisolated inputs;;;6;outputs;2;high current outputs;;8;inputs;;;12;high current outputs;;;;;;;;;;;;;;;;;;;;;SafeLock Trip/Close pushbuttons and configurable labels;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-351S RELAY;;;0;;0;0;;0;;0;;;0;;;;
501;21;C;;21C;Carrier Equipment;SEL;;250603014X;Remote I/O;Horizontal;Rack;2;;48/125V DC;125;DC;;;8;optoisolated inputs;;;8;form C outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;1;;;;;;;;;;;;;;;;0;1;1;;;0;1;SEL-2506 REMOTE I/O MODULE;;;0;;0;0;;0;;0;;;0;;;;
504;1;V;;1V;Relay;SEL;;0311C11HH3E5461;Distance relay;Horizontal;Rack;3;4;48/125V DC or 120V AC;125;DC;5;300;6;optoisolated inputs;;;3;high current outputs;5;outputs;;8;inputs;;;12;high current outputs;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-311C RELAY;;;0;;0;0;;0;;0;;;0;;;;
